model,exp,cntr,year,hdd_calendar,hdd_octmar,cdd_jja
EC-Earth3,g01,FI,2016,4661.11,3382.29,10.17
EC-Earth3,g01,FI,2017,4653.28,3460.17,2.81
EC-Earth3,g01,FI,2018,4600.57,3624.1,73.69
EC-Earth3,g01,FI,2019,4545.91,3422.63,32.52
EC-Earth3,g01,FI,2020,4012.82,3093.27,32.36
EC-Earth3,g01,FI,2021,4840,3373.94,74.81
EC-Earth3,g01,FI,2022,4565.63,3491.03,51.13
EC-Earth3,g01,FI,2023,4652.61,3382.09,30.54
EC-Earth3,g01,FI,2024,4436.27,3872.24,30.36
EC-Earth3,g01,FR,1990,2498.58,1813.18,129.26
EC-Earth3,g01,FR,1991,2873.66,2099.15,108.26
EC-Earth3,g01,FR,1992,2709.23,2199.32,94.55
EC-Earth3,g01,FR,1993,2775.21,2068.52,73.22
EC-Earth3,g01,FR,1994,2425.98,2032.32,136.85
EC-Earth3,g01,FR,1995,2581.16,1838.83,134.9
EC-Earth3,g01,FR,1996,2916.97,2092.87,87.94
EC-Earth3,g01,FR,1997,2522.79,2063.41,102.01
EC-Earth3,g01,FR,1998,2674.28,1923.14,97.85
EC-Earth3,g01,FR,1999,2512.81,2079.5,94.47
EC-Earth3,g01,FR,2000,2465.79,2042.89,86.06
EC-Earth3,g01,FR,2001,2607.97,1835.4,111.51
EC-Earth3,g01,FR,2002,2395.17,1926.46,81.88
EC-Earth3,g01,FR,2003,2561.26,1943.12,230.7
EC-Earth3,g01,FR,2004,2667.93,2085.16,100.58
EC-Earth3,g01,FR,2005,2675.38,2113.75,121.77
EC-Earth3,g01,FR,2006,2506.09,2175.47,149.9
EC-Earth3,g01,FR,2007,2465.95,1712.84,61.53
EC-Earth3,g01,FR,2008,2628.52,2034.13,80.17
EC-Earth3,g01,FR,2009,2575.31,2206.24,123.41
EC-Earth3,g01,FR,2010,2941.6,2121.36,111.6
EC-Earth3,g01,FR,2011,2296.63,2114.83,77.81
EC-Earth3,g01,FR,2012,2618.56,1912.27,105.59
EC-Earth3,g01,FR,2013,2772.44,2118.2,119.49
EC-Earth3,g01,FR,2014,2235.2,1804.17,76.43
EC-Earth3,g01,FR,2015,2392.83,1891.73,163.12
EC-Earth3,g01,FR,2016,2560.92,1795.72,119.31
EC-Earth3,g01,FR,2017,2484.06,2001.02,147.61
EC-Earth3,g01,FR,2018,2360.91,2001.84,168.69
EC-Earth3,g01,FR,2019,2400.9,1849.5,181.48
EC-Earth3,g01,FR,2020,2224.48,1749.36,149.1
EC-Earth3,g01,FR,2021,2568.51,1883.96,92.23
EC-Earth3,g01,FR,2022,2205.35,1919.75,222.6
EC-Earth3,g01,FR,2023,2202.8,1735.67,154.51
EC-Earth3,g01,FR,2024,2252.99,1675.87,134.09
EC-Earth3,g01,HR,1990,2605.25,2111.17,141.94
EC-Earth3,g01,HR,1991,3004.46,2297.16,149.55
EC-Earth3,g01,HR,1992,2609.9,2380.02,201.3
EC-Earth3,g01,HR,1993,2821.65,2329.72,182.02
EC-Earth3,g01,HR,1994,2448.26,2121.83,225.54
EC-Earth3,g01,HR,1995,2762.78,2192.95,134.94
EC-Earth3,g01,HR,1996,3021.93,2534.63,121.33
EC-Earth3,g01,HR,1997,2798.99,2239.95,120.48
EC-Earth3,g01,HR,1998,2747.63,2183.24,209
EC-Earth3,g01,HR,1999,2661.51,2421.21,143.22
EC-Earth3,g01,HR,2000,2400.07,2338.97,234.14
EC-Earth3,g01,HR,2001,2636.66,1811.63,185.36
EC-Earth3,g01,HR,2002,2442.04,2231.98,163.25
EC-Earth3,g01,HR,2003,2818.64,2324.55,317.4
EC-Earth3,g01,HR,2004,2795.4,2365.24,150.86
EC-Earth3,g01,HR,2005,2967.62,2380.77,130.03
EC-Earth3,g01,HR,2006,2705.87,2456.81,190.35
EC-Earth3,g01,HR,2007,2492.13,1806.17,229.54
EC-Earth3,g01,HR,2008,2511.53,2296.54,197.62
EC-Earth3,g01,HR,2009,2567.1,2213.34,193.21
EC-Earth3,g01,HR,2010,2822.58,2277.33,190.79
EC-Earth3,g01,HR,2011,2666.49,2302.88,208.72
EC-Earth3,g01,HR,2012,2634.55,2371.54,304.05
EC-Earth3,g01,HR,2013,2629.24,2232.78,228.51
EC-Earth3,g01,HR,2014,2201,1856.7,132.03
EC-Earth3,g01,HR,2015,2496.85,2003.65,262.57
EC-Earth3,g01,HR,2016,2559.75,2040.58,177.73
EC-Earth3,g01,HR,2017,2608.39,2306.61,291.39
EC-Earth3,g01,HR,2018,2400.71,2216.98,212.16
EC-Earth3,g01,HR,2019,2346.72,2018.7,256.54
EC-Earth3,g01,HR,2020,2454.35,1892.99,186.53
EC-Earth3,g01,HR,2021,2666.83,2088.26,269.39
EC-Earth3,g01,HR,2022,2310.16,2162.91,288.85
EC-Earth3,g01,HR,2023,2164.27,1833.11,226
EC-Earth3,g01,HR,2024,2084.02,1640.95,343.55
EC-Earth3,g01,HU,1990,2929.72,2377.68,137.16
EC-Earth3,g01,HU,1991,3343.12,2646.02,131.51
EC-Earth3,g01,HU,1992,3032.4,2676.17,233.55
EC-Earth3,g01,HU,1993,3242.04,2776.34,153.84
EC-Earth3,g01,HU,1994,2857.11,2443.13,219.52
EC-Earth3,g01,HU,1995,3142.71,2534.46,163.23
EC-Earth3,g01,HU,1996,3379.63,2966.67,116.11
EC-Earth3,g01,HU,1997,3201.01,2599.3,118.78
EC-Earth3,g01,HU,1998,3074.39,2443.59,179.71
EC-Earth3,g01,HU,1999,3028.91,2754.6,114.57
EC-Earth3,g01,HU,2000,2781.48,2672.58,205.19
EC-Earth3,g01,HU,2001,3074.87,2222.23,155.05
EC-Earth3,g01,HU,2002,2948.45,2598.24,183.54
EC-Earth3,g01,HU,2003,3386.9,2903.44,251.34
EC-Earth3,g01,HU,2004,3241.74,2773.63,123.59
EC-Earth3,g01,HU,2005,3365.17,2754.54,107.22
EC-Earth3,g01,HU,2006,3167.76,2877.99,165.67
EC-Earth3,g01,HU,2007,2860.12,2155.07,241.59
EC-Earth3,g01,HU,2008,2877.94,2613.24,163.32
EC-Earth3,g01,HU,2009,2994.54,2545.46,174.94
EC-Earth3,g01,HU,2010,3273.01,2623.98,164.39
EC-Earth3,g01,HU,2011,3149.77,2737.04,170.9
EC-Earth3,g01,HU,2012,3079.15,2743.27,263.17
EC-Earth3,g01,HU,2013,3034.34,2629.72,222.19
EC-Earth3,g01,HU,2014,2620.89,2206.69,139.96
EC-Earth3,g01,HU,2015,2881.66,2335.15,259.13
EC-Earth3,g01,HU,2016,3018.78,2411.37,160.73
EC-Earth3,g01,HU,2017,3059.58,2744.99,244.14
EC-Earth3,g01,HU,2018,2783.7,2551.83,215.49
EC-Earth3,g01,HU,2019,2683.38,2345.73,239.92
EC-Earth3,g01,HU,2020,2832.43,2253.2,170.21
EC-Earth3,g01,HU,2021,3118.67,2419.65,247.31
EC-Earth3,g01,HU,2022,2810.71,2501.04,286.7
EC-Earth3,g01,HU,2023,2626.13,2212.34,208.32
EC-Earth3,g01,HU,2024,2522.23,2059.38,320.94
EC-Earth3,g01,IE,1990,2861.92,1907.71,5.04
EC-Earth3,g01,IE,1991,3043.69,2129.36,1.79
EC-Earth3,g01,IE,1992,3056.81,2013.95,0.15
EC-Earth3,g01,IE,1993,3103.26,2081.92,0.03
EC-Earth3,g01,IE,1994,2997.76,2162.07,0
EC-Earth3,g01,IE,1995,2856.14,1946.21,21.28
EC-Earth3,g01,IE,1996,3152.09,2061.85,1.3
EC-Earth3,g01,IE,1997,2729.79,2031.25,0.96
EC-Earth3,g01,IE,1998,2786.77,1804.05,0.36
EC-Earth3,g01,IE,1999,2807.51,1945.45,2.36
EC-Earth3,g01,IE,2000,2983.27,1987.78,0.87
EC-Earth3,g01,IE,2001,2976.86,2188.64,1.5
EC-Earth3,g01,IE,2002,2800.29,1839.78,0.05
EC-Earth3,g01,IE,2003,2813.04,1966.18,5.57
EC-Earth3,g01,IE,2004,2849.03,2026.88,0.72
EC-Earth3,g01,IE,2005,2779.33,1935.54,3.34
EC-Earth3,g01,IE,2006,2775.33,2016.64,8.11
EC-Earth3,g01,IE,2007,2701.38,1884.16,0.34
EC-Earth3,g01,IE,2008,2987.7,1890.78,0.04
EC-Earth3,g01,IE,2009,2977.6,2136.64,0.94
EC-Earth3,g01,IE,2010,3346.59,2273.46,0.02
EC-Earth3,g01,IE,2011,2808.99,2243.64,0.01
EC-Earth3,g01,IE,2012,2968.62,1729.62,0.1
EC-Earth3,g01,IE,2013,3014.87,2215.51,9.78
EC-Earth3,g01,IE,2014,2799.03,1959.39,2.48
EC-Earth3,g01,IE,2015,2994.06,2070.85,0.3
EC-Earth3,g01,IE,2016,2911.98,1913.58,1.91
EC-Earth3,g01,IE,2017,2795.22,1944.17,2.07
EC-Earth3,g01,IE,2018,2912.43,2127.01,12.92
EC-Earth3,g01,IE,2019,2857.17,1860.45,0.64
EC-Earth3,g01,IE,2020,2891.04,2063.83,0.7
EC-Earth3,g01,IE,2021,2825.78,2055.38,11.48
EC-Earth3,g01,IE,2022,2703.08,1839.05,12.83
EC-Earth3,g01,IE,2023,2585.12,1886.29,1.46
EC-Earth3,g01,IE,2024,2737.89,1884.77,0.26
EC-Earth3,g01,IT,1990,2038.27,1703.51,213.19
EC-Earth3,g01,IT,1991,2360.48,1810.19,238.26
EC-Earth3,g01,IT,1992,2136.76,1948.72,213.05
EC-Earth3,g01,IT,1993,2224.6,1844.3,233.48
EC-Earth3,g01,IT,1994,1960.57,1692.71,291.75
EC-Earth3,g01,IT,1995,2210.18,1745.23,201
EC-Earth3,g01,IT,1996,2207.25,1845.6,194.25
EC-Earth3,g01,IT,1997,2035.28,1661.45,210
EC-Earth3,g01,IT,1998,2134.95,1703.16,300.77
EC-Earth3,g01,IT,1999,2075.83,1896.19,241.01
EC-Earth3,g01,IT,2000,1934.11,1803.76,262.36
EC-Earth3,g01,IT,2001,1993.83,1506.91,258.76
EC-Earth3,g01,IT,2002,1870.68,1710.31,231.41
EC-Earth3,g01,IT,2003,2018.22,1669.77,421.54
EC-Earth3,g01,IT,2004,2040.5,1759.46,237.46
EC-Earth3,g01,IT,2005,2194.22,1742.6,232.56
EC-Earth3,g01,IT,2006,2001.16,1867.41,268.31
EC-Earth3,g01,IT,2007,1871.71,1434.16,267.08
EC-Earth3,g01,IT,2008,1970.6,1727.32,255.3
EC-Earth3,g01,IT,2009,2023.36,1736.81,274
EC-Earth3,g01,IT,2010,2174.46,1794.36,241.94
EC-Earth3,g01,IT,2011,1970.96,1791,236.64
EC-Earth3,g01,IT,2012,2073.84,1780.26,335.59
EC-Earth3,g01,IT,2013,2052.1,1772.25,259.28
EC-Earth3,g01,IT,2014,1728.66,1504.05,184.5
EC-Earth3,g01,IT,2015,1939.89,1551.42,327.53
EC-Earth3,g01,IT,2016,1963.11,1613.89,235.92
EC-Earth3,g01,IT,2017,2069.82,1714.65,345.51
EC-Earth3,g01,IT,2018,1908.23,1805.5,263.13
EC-Earth3,g01,IT,2019,1934.98,1646.61,330.2
EC-Earth3,g01,IT,2020,1921.76,1522.41,251.34
EC-Earth3,g01,IT,2021,2075.18,1691.68,301.93
EC-Earth3,g01,IT,2022,1909.96,1750.57,361.01
EC-Earth3,g01,IT,2023,1827.48,1513.45,291.7
EC-Earth3,g01,IT,2024,1782.85,1421.27,338.02
EC-Earth3,g01,LI,1990,4218.21,2708.69,8.27
EC-Earth3,g01,LI,1991,4553.94,3095.74,8.27
EC-Earth3,g01,LI,1992,4268.71,3213.07,22.13
EC-Earth3,g01,LI,1993,4425.86,3099.84,6.35
EC-Earth3,g01,LI,1994,3979.75,3019.77,15.68
EC-Earth3,g01,LI,1995,4411.75,2957.37,10.29
EC-Earth3,g01,LI,1996,4630.38,3112.41,2.83
EC-Earth3,g01,LI,1997,4141.29,2956.27,2.4
EC-Earth3,g01,LI,1998,4321.21,2910.2,18
EC-Earth3,g01,LI,1999,4317.66,3224.8,6.47
EC-Earth3,g01,LI,2000,4065.77,3168.63,10.92
EC-Earth3,g01,LI,2001,4371.46,2799.27,10.61
EC-Earth3,g01,LI,2002,4065.59,2976.5,12.03
EC-Earth3,g01,LI,2003,4143.98,3070.31,58.26
EC-Earth3,g01,LI,2004,4406.38,3139.93,5.26
EC-Earth3,g01,LI,2005,4550.7,3226.16,16.99
EC-Earth3,g01,LI,2006,4182.85,3371.11,26.84
EC-Earth3,g01,LI,2007,4119.61,2636.39,13.75
EC-Earth3,g01,LI,2008,4202.58,3092.57,9.75
EC-Earth3,g01,LI,2009,4220.18,3235.62,12.3
EC-Earth3,g01,LI,2010,4654.5,3223.04,19.08
EC-Earth3,g01,LI,2011,3906.26,3067.24,19.83
EC-Earth3,g01,LI,2012,4277.81,3074.37,21.87
EC-Earth3,g01,LI,2013,4437.23,3183.86,27.39
EC-Earth3,g01,LI,2014,3821.02,2783.56,12.46
EC-Earth3,g01,LI,2015,3981.58,2829.93,52.09
EC-Earth3,g01,LI,2016,4098.61,2812.84,14.93
EC-Earth3,g01,LI,2017,4167.55,2934.13,31.61
EC-Earth3,g01,LI,2018,3802.34,3122.44,24.72
EC-Earth3,g01,LI,2019,4020.28,2885.06,37.99
EC-Earth3,g01,LI,2020,3924.37,2737.78,15.5
EC-Earth3,g01,LI,2021,4331.59,2987.53,14.99
EC-Earth3,g01,LI,2022,3799.65,2993.37,29.13
EC-Earth3,g01,LI,2023,3819.28,2724.19,41.9
EC-Earth3,g01,LI,2024,3765.31,2630.29,24.33
EC-Earth3,g01,LT,1990,3686.1,2805.65,12
EC-Earth3,g01,LT,1991,4046.76,3089.59,41.31
EC-Earth3,g01,LT,1992,4014.62,2966.77,77.34
EC-Earth3,g01,LT,1993,4327.02,3229.51,6.87
EC-Earth3,g01,LT,1994,4208.76,3437.03,92.43
EC-Earth3,g01,LT,1995,4163.34,3116.94,50.69
EC-Earth3,g01,LT,1996,4704.51,3838.8,36.25
EC-Earth3,g01,LT,1997,4272.06,3212.62,59.14
EC-Earth3,g01,LT,1998,4202.35,3151.92,23.97
EC-Earth3,g01,LT,1999,3945.28,3434.25,85.79
EC-Earth3,g01,LT,2000,3679.37,3052.54,13.24
EC-Earth3,g01,LT,2001,4086.78,2902.28,59.52
EC-Earth3,g01,LT,2002,3965.17,3033.06,106.65
EC-Earth3,g01,LT,2003,4183.89,3628.68,53.2
EC-Earth3,g01,LT,2004,4155.39,3271.17,24.24
EC-Earth3,g01,LT,2005,4140.16,3226.16,40.86
EC-Earth3,g01,LT,2006,4000.47,3496.44,84.91
EC-Earth3,g01,LT,2007,3816.21,2716.69,52.79
EC-Earth3,g01,LT,2008,3677.25,2915.36,31.14
EC-Earth3,g01,LT,2009,4058.57,3077.47,26.37
EC-Earth3,g01,LT,2010,4483.07,3549.8,113.53
EC-Earth3,g01,LT,2011,3923.72,3565.77,58.48
EC-Earth3,g01,LT,2012,4233.04,3219.03,48.7
EC-Earth3,g01,LT,2013,4058.29,3470.36,63.82
EC-Earth3,g01,LT,2014,3871.54,2851.01,83.91
EC-Earth3,g01,LT,2015,3685.03,2921.43,73.55
EC-Earth3,g01,LT,2016,3982.54,3026.62,55.65
EC-Earth3,g01,LT,2017,3928.73,3145.16,27.38
EC-Earth3,g01,LT,2018,3867.7,3206.76,111.68
EC-Earth3,g01,LT,2019,3589.91,2989.26,91.8
EC-Earth3,g01,LT,2020,3434.35,2540.94,74.08
EC-Earth3,g01,LT,2021,4149.38,3032.46,117.2
EC-Earth3,g01,LT,2022,3891.91,2968.75,100.59
EC-Earth3,g01,LT,2023,3630.99,2905.52,71.51
EC-Earth3,g01,LT,2024,3416.27,2922.25,95.11
EC-Earth3,g01,LU,1990,3161.97,2262.38,76.01
EC-Earth3,g01,LU,1991,3496.57,2515.37,69.3
EC-Earth3,g01,LU,1992,3249.44,2557.86,66
EC-Earth3,g01,LU,1993,3376.77,2547.44,40.57
EC-Earth3,g01,LU,1994,3038.13,2498.49,116.31
EC-Earth3,g01,LU,1995,3215.8,2280.48,110.7
EC-Earth3,g01,LU,1996,3767.99,2689.39,45.28
EC-Earth3,g01,LU,1997,3238.74,2586.48,69.95
EC-Earth3,g01,LU,1998,3311.62,2376.71,55.78
EC-Earth3,g01,LU,1999,3129.25,2557.59,56.86
EC-Earth3,g01,LU,2000,2967.65,2470.27,47.52
EC-Earth3,g01,LU,2001,3120.57,2212.16,87.42
EC-Earth3,g01,LU,2002,2885.16,2265.82,66.64
EC-Earth3,g01,LU,2003,3115.48,2349.83,253.81
EC-Earth3,g01,LU,2004,3208.68,2500.27,96.76
EC-Earth3,g01,LU,2005,3131.8,2498.58,93.55
EC-Earth3,g01,LU,2006,3028.99,2526.78,129.77
EC-Earth3,g01,LU,2007,2876.93,1998.86,51.89
EC-Earth3,g01,LU,2008,3101.93,2367.64,62.14
EC-Earth3,g01,LU,2009,3092.26,2589.37,83.74
EC-Earth3,g01,LU,2010,3538.47,2518.93,99.53
EC-Earth3,g01,LU,2011,2857.58,2504.56,50.43
EC-Earth3,g01,LU,2012,3292.64,2339.75,50.5
EC-Earth3,g01,LU,2013,3492.41,2654.53,86.34
EC-Earth3,g01,LU,2014,2870.28,2218.96,57.33
EC-Earth3,g01,LU,2015,3103.17,2357.31,137.12
EC-Earth3,g01,LU,2016,3303.78,2270.35,67.01
EC-Earth3,g01,LU,2017,3224.46,2529.51,83.44
EC-Earth3,g01,LU,2018,3089.1,2496.8,136.41
EC-Earth3,g01,LU,2019,3163.03,2346.83,128.24
EC-Earth3,g01,LU,2020,2962.05,2259.84,106
EC-Earth3,g01,LU,2021,3342.48,2359.43,48.04
EC-Earth3,g01,LU,2022,3010.56,2377.4,133.71
EC-Earth3,g01,LU,2023,2981.7,2229.83,75.9
EC-Earth3,g01,LU,2024,2889.16,2161.87,77.32
EC-Earth3,g01,LV,1990,3687.4,2805.39,10.75
EC-Earth3,g01,LV,1991,3993.21,3038.05,29.99
EC-Earth3,g01,LV,1992,3990.54,2848.02,57.17
EC-Earth3,g01,LV,1993,4350.65,3180.36,6.34
EC-Earth3,g01,LV,1994,4309.09,3543.37,68.51
EC-Earth3,g01,LV,1995,4129.03,3074.96,35.71
EC-Earth3,g01,LV,1996,4691.47,3776.91,28.34
EC-Earth3,g01,LV,1997,4253.8,3130.52,72.16
EC-Earth3,g01,LV,1998,4232.35,3176.85,18.36
EC-Earth3,g01,LV,1999,3946.86,3443.45,70.7
EC-Earth3,g01,LV,2000,3688.82,3008.77,11.38
EC-Earth3,g01,LV,2001,4119.75,2901.21,55.76
EC-Earth3,g01,LV,2002,4091.13,3058.84,88.67
EC-Earth3,g01,LV,2003,4216.43,3666.47,59.13
EC-Earth3,g01,LV,2004,4188.85,3238.92,23.4
EC-Earth3,g01,LV,2005,4216.86,3283.73,36.64
EC-Earth3,g01,LV,2006,3999.33,3479.69,77.01
EC-Earth3,g01,LV,2007,3937.04,2762.14,42.97
EC-Earth3,g01,LV,2008,3682.75,2884.58,22.45
EC-Earth3,g01,LV,2009,4070.69,3034.79,25.07
EC-Earth3,g01,LV,2010,4490.16,3569.4,116.27
EC-Earth3,g01,LV,2011,3823.39,3522.97,70.44
EC-Earth3,g01,LV,2012,4176.96,3110.43,35.15
EC-Earth3,g01,LV,2013,3997.52,3435.48,55.84
EC-Earth3,g01,LV,2014,3862.95,2824.79,79.57
EC-Earth3,g01,LV,2015,3624.85,2882.68,41.78
EC-Earth3,g01,LV,2016,3930.92,2981.73,42.59
EC-Earth3,g01,LV,2017,3923.58,3095.93,17.63
EC-Earth3,g01,LV,2018,3825.72,3175.45,100.03
EC-Earth3,g01,LV,2019,3557.98,2931.43,61.82
EC-Earth3,g01,LV,2020,3332.46,2502.32,53.74
EC-Earth3,g01,LV,2021,4054.37,2940.91,110.17
EC-Earth3,g01,LV,2022,3860.01,2951,91.75
EC-Earth3,g01,LV,2023,3651.44,2929.28,50.4
EC-Earth3,g01,LV,2024,3422.61,3013.61,61.03
EC-Earth3,g01,MT,1990,1002.42,808.38,374.74
EC-Earth3,g01,MT,1991,1231.79,958.52,367.99
EC-Earth3,g01,MT,1992,1156.24,1186.62,299.46
EC-Earth3,g01,MT,1993,1197.6,1040.15,387.83
EC-Earth3,g01,MT,1994,972.24,880.55,441.66
EC-Earth3,g01,MT,1995,1125.61,926.28,385.86
EC-Earth3,g01,MT,1996,1127.5,982.89,386.66
EC-Earth3,g01,MT,1997,1074.99,937.68,436.34
EC-Earth3,g01,MT,1998,1157.08,959.77,524.08
EC-Earth3,g01,MT,1999,981.63,1076.61,430.11
EC-Earth3,g01,MT,2000,938.65,878.79,413.07
EC-Earth3,g01,MT,2001,943.05,672.94,326.13
EC-Earth3,g01,MT,2002,890.27,866,366.03
EC-Earth3,g01,MT,2003,1022.52,929.58,502.78
EC-Earth3,g01,MT,2004,1053.23,870.54,302.27
EC-Earth3,g01,MT,2005,1229.2,977.87,267.6
EC-Earth3,g01,MT,2006,988.6,991.9,321.08
EC-Earth3,g01,MT,2007,969.52,680.89,320.02
EC-Earth3,g01,MT,2008,967.02,931.09,255.26
EC-Earth3,g01,MT,2009,1046.19,886.66,340.35
EC-Earth3,g01,MT,2010,920.05,818.15,286.95
EC-Earth3,g01,MT,2011,1074,917.97,263.64
EC-Earth3,g01,MT,2012,1089.01,988.63,397.67
EC-Earth3,g01,MT,2013,947.56,856.09,308.82
EC-Earth3,g01,MT,2014,,757.93,286.49
EC-Earth3,g01,MT,2015,941.78,,393.62
EC-Earth3,g01,MT,2016,,,277.38
EC-Earth3,g01,MT,2017,1033.86,892.95,410.7
EC-Earth3,g01,MT,2018,893.35,858.1,273.12
EC-Earth3,g01,MT,2019,1140.66,965.7,386.05
EC-Earth3,g01,MT,2020,945.79,862.99,311.47
EC-Earth3,g01,MT,2021,1006.62,802.08,456.86
EC-Earth3,g01,MT,2022,1067.46,978.96,335.4
EC-Earth3,g01,MT,2023,1077.18,837.57,244.39
EC-Earth3,g01,MT,2024,1131.93,873,330.95
EC-Earth3,g01,NL,1990,2770.22,1946.63,47.5
EC-Earth3,g01,NL,1991,3234.9,2271.21,41.41
EC-Earth3,g01,NL,1992,2914.86,2264.34,38.16
EC-Earth3,g01,NL,1993,3125.94,2289.26,13.75
EC-Earth3,g01,NL,1994,2855.03,2347.36,78.35
EC-Earth3,g01,NL,1995,2977.7,2055.62,89.29
EC-Earth3,g01,NL,1996,3571.24,2628.35,34.45
EC-Earth3,g01,NL,1997,3009.08,2380.51,58.32
EC-Earth3,g01,NL,1998,2884.48,2088.83,21.72
EC-Earth3,g01,NL,1999,2749.89,2254.91,44.54
EC-Earth3,g01,NL,2000,2725.56,2113.45,24.22
EC-Earth3,g01,NL,2001,2913.6,2177.32,49.51
EC-Earth3,g01,NL,2002,2770.18,1976.41,39.66
EC-Earth3,g01,NL,2003,2985.23,2310.8,80.13
EC-Earth3,g01,NL,2004,2920.01,2270.07,40.42
EC-Earth3,g01,NL,2005,2830.57,2216.64,40.68
EC-Earth3,g01,NL,2006,2757.54,2300.72,94.61
EC-Earth3,g01,NL,2007,2606.06,1741.1,19.82
EC-Earth3,g01,NL,2008,2866.33,2138.43,30.66
EC-Earth3,g01,NL,2009,2890.78,2392.12,45.53
EC-Earth3,g01,NL,2010,3421.59,2385.5,57.51
EC-Earth3,g01,NL,2011,2708.15,2411.69,18.78
EC-Earth3,g01,NL,2012,2966.18,2126.87,36.94
EC-Earth3,g01,NL,2013,3158.22,2434.54,51.44
EC-Earth3,g01,NL,2014,2462.94,1909.68,39.93
EC-Earth3,g01,NL,2015,2737.17,2066.14,56.69
EC-Earth3,g01,NL,2016,2856.05,1957.58,38.9
EC-Earth3,g01,NL,2017,2735.12,2214.52,39.36
EC-Earth3,g01,NL,2018,2719.71,2178.24,97.8
EC-Earth3,g01,NL,2019,2694.15,2003.75,88.48
EC-Earth3,g01,NL,2020,2540.86,1963.42,82.22
EC-Earth3,g01,NL,2021,2888.42,2078.51,29.39
EC-Earth3,g01,NL,2022,2556.46,1958.41,85.45
EC-Earth3,g01,NL,2023,2489.3,1932.67,62.19
EC-Earth3,g01,NL,2024,2454.39,1827.38,49.8
EC-Earth3,g01,NO,1990,4194.63,2900.61,4.95
EC-Earth3,g01,NO,1991,4557.89,3221.91,12.37
EC-Earth3,g01,NO,1992,4463.52,2968.75,10.71
EC-Earth3,g01,NO,1993,4773.9,3204.46,0.62
EC-Earth3,g01,NO,1994,4763.89,3614.91,24.32
EC-Earth3,g01,NO,1995,4730.88,3141.96,13.67
EC-Earth3,g01,NO,1996,5025,3568.32,5.48
EC-Earth3,g01,NO,1997,4475.01,3282.3,25.41
EC-Earth3,g01,NO,1998,4613.54,3164.89,0.28
EC-Earth3,g01,NO,1999,4456.09,3306.25,8
EC-Earth3,g01,NO,2000,4230.54,3081.65,1.02
EC-Earth3,g01,NO,2001,4724.26,3163.61,7.4
EC-Earth3,g01,NO,2002,4472.23,3093.27,19.4
EC-Earth3,g01,NO,2003,4437.89,3525.28,16.2
EC-Earth3,g01,NO,2004,4429.81,3232.88,13.75
EC-Earth3,g01,NO,2005,4332.32,3089.56,11.32
EC-Earth3,g01,NO,2006,4219.07,3242.42,19.38
EC-Earth3,g01,NO,2007,4358.42,2861.81,12.61
EC-Earth3,g01,NO,2008,4308.54,3039.74,26.75
EC-Earth3,g01,NO,2009,4524.1,3240.34,19.74
EC-Earth3,g01,NO,2010,5286,3656.83,1.54
EC-Earth3,g01,NO,2011,4283.43,3718.36,5.21
EC-Earth3,g01,NO,2012,4701.45,2956.88,0.83
EC-Earth3,g01,NO,2013,4624.77,3587.23,6.43
EC-Earth3,g01,NO,2014,4081.6,2914.86,28.96
EC-Earth3,g01,NO,2015,4267.76,2929.73,4.22
EC-Earth3,g01,NO,2016,4450.31,3114.23,6.61
EC-Earth3,g01,NO,2017,4484.71,3101.53,2.37
EC-Earth3,g01,NO,2018,4560.21,3447.18,47
EC-Earth3,g01,NO,2019,4482.05,3114.55,17.65
EC-Earth3,g01,NO,2020,4064.45,3007.17,23.66
EC-Earth3,g01,NO,2021,4572.15,3119.36,16.49
EC-Earth3,g01,NO,2022,4324.91,3057.6,11.1
EC-Earth3,g01,NO,2023,4583.16,3140.12,13.29
EC-Earth3,g01,NO,2024,4276.14,3482.65,6.05
EC-Earth3,g01,PL,1990,3421.99,2515.58,46.58
EC-Earth3,g01,PL,1991,3893.74,2880.07,51.96
EC-Earth3,g01,PL,1992,3707.74,2894.42,130.3
EC-Earth3,g01,PL,1993,3907.43,3025.39,38.91
EC-Earth3,g01,PL,1994,3595.21,2908.78,128.11
EC-Earth3,g01,PL,1995,3849.27,2808.78,88.64
EC-Earth3,g01,PL,1996,4384.17,3533.59,43.89
EC-Earth3,g01,PL,1997,3933.84,3029.78,45.23
EC-Earth3,g01,PL,1998,3764.45,2839.65,51.68
EC-Earth3,g01,PL,1999,3578.43,3053.33,63.49
EC-Earth3,g01,PL,2000,3357.35,2863.93,57.5
EC-Earth3,g01,PL,2001,3784.67,2657.88,62.99
EC-Earth3,g01,PL,2002,3571.61,2776.43,97.93
EC-Earth3,g01,PL,2003,3854.04,3272.37,90.05
EC-Earth3,g01,PL,2004,3754.11,3019.45,47.79
EC-Earth3,g01,PL,2005,3825.68,2915.01,60.44
EC-Earth3,g01,PL,2006,3734.53,3287.92,121.07
EC-Earth3,g01,PL,2007,3450.3,2398.73,83.11
EC-Earth3,g01,PL,2008,3421.43,2800.57,71.33
EC-Earth3,g01,PL,2009,3700.83,2869.42,60.03
EC-Earth3,g01,PL,2010,4110.6,3152.46,110.24
EC-Earth3,g01,PL,2011,3591.36,3158.29,57.67
EC-Earth3,g01,PL,2012,3786.19,2971.32,90.62
EC-Earth3,g01,PL,2013,3750.53,3143.7,90.42
